total_credit_utilized,installment,grade,state,issue_date,application_time,accounts,y,vector_feature,non_decimal_feature,sentence_feature
65964,234.58,C,PA,07-Jan-18,18:01.9,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":8,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":8,""open_cc"":7,""mort"":1}",0,"[6.79, 8.74, 1.91, 0.02, 5.27]",0b1101010101,모터 온도 상승 경고
70510,761.35,A,TX,11-Feb-18,49:43.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":5,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":9,""open_cc"":6,""mort"":2}",0,"[0.31, 1.46, 3.06, 3.07, 4.91]",0b100111000,정기 점검 완료
860,838.71,B,FL,13-Mar-18,15:52.8,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":8,""satisfactory"":15,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":21,""open_cc"":15,""mort"":2}",0,"[6.59, 5.26, 7.12, 7.65, 6.51]",0x92,네트워크 연결 불안정
87687,514.91,B,VA,18-Feb-18,15:52.8,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":3,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":14,""open_cc"":7,""mort"":4}",0,"[8.0, 2.17, 8.47, 8.43, 0.73]",0x2de,데이터 처리 성공
14461,156.59,A,SD,04-Apr-18,27:22.1,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":6,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":23,""open_cc"":9,""mort"":0}",0,"[7.11, 7.28, 9.32, 7.53, 4.99]",0b100111,사용자 로그인 기록
121076,922.25,C,MO,31-Jan-18,44:08.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":9,""satisfactory"":18,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":27,""open_cc"":13,""mort"":4}",0,"[0.15, 9.49, 6.17, 5.09, 9.34]",0x37c,정기 점검 완료
159851,357.17,C,IL,14-Apr-18,51:58.2,"{""current_delinq"":0,""current_installment"":6,""opened_24m"":8,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":8,""open_cc"":7,""mort"":1}",0,"[9.29, 8.58, 2.02, 1.49, 2.54]",0x29e,센서 값 정상 범위
18294,167.54,C,TX,08-Apr-18,17:22.1,"{""current_delinq"":0,""current_installment"":7,""opened_24m"":9,""satisfactory"":15,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":13,""open_cc"":8,""mort"":0}",0,"[9.43, 1.62, 1.56, 3.29, 6.09]",0x3ac,센서 값 정상 범위
40982,219.23,A,FL,04-Apr-18,07:22.1,"{""current_delinq"":0,""current_installment"":8,""opened_24m"":3,""satisfactory"":15,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":8,""open_cc"":7,""mort"":1}",0,"[7.89, 7.7, 4.01, 8.31, 7.46]",0b1011000110,모터 온도 상승 경고
47451,402.25,C,AZ,13-Mar-18,40:27.5,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":3,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":11,""open_cc"":5,""mort"":1}",0,"[3.66, 1.46, 1.27, 8.85, 9.57]",0b101011010,네트워크 연결 불안정
23551,729.71,C,NY,19-Mar-18,25:52.8,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":6,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":6,""open_cc"":6,""mort"":1}",0,"[7.42, 8.07, 6.74, 2.23, 4.85]",0x282,배터리 잔량 부족
177350,579.95,E,NJ,27-Feb-18,58:01.9,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":5,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":7,""total_cc"":23,""open_cc"":12,""mort"":3}",0,"[8.71, 9.13, 6.99, 3.89, 1.01]",0b10001001,사용자 로그인 기록
16061,626.46,A,IL,08-Feb-18,20:27.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":7,""satisfactory"":28,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":9,""total_cc"":32,""open_cc"":27,""mort"":1}",0,"[6.64, 4.21, 3.9, 8.12, 0.21]",0x25d,정기 점검 완료
10994,381.4,D,MN,14-Feb-18,22:42.6,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":4,""satisfactory"":16,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":22,""open_cc"":16,""mort"":0}",0,"[7.51, 2.42, 7.09, 1.47, 4.82]",0b11100100,데이터 처리 성공
84019,365.5,A,TX,22-Feb-18,36:38.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":5,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":9,""open_cc"":6,""mort"":2}",0,"[6.65, 0.9, 3.18, 1.5, 0.42]",0xff,사용자 로그인 기록
7020,496.9,A,CO,19-Feb-18,07:22.1,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":0,""satisfactory"":3,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":5,""open_cc"":2,""mort"":0}",0,"[3.36, 2.38, 7.08, 4.44, 1.15]",0b1101100000,센서 값 정상 범위
47779,578.21,A,MA,27-Feb-18,00:27.5,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":9,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":10,""open_cc"":9,""mort"":1}",0,"[6.13, 2.53, 0.27, 1.23, 7.2]",0b100001111,분석 보고서 생성됨
22788,227.26,B,NJ,31-Jan-18,45:52.8,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":3,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":11,""open_cc"":8,""mort"":2}",0,"[8.36, 2.82, 9.17, 3.67, 1.4]",0b1000110100,배터리 잔량 부족
29553,397.41,D,MN,07-Feb-18,54:08.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":7,""total_cc"":17,""open_cc"":10,""mort"":2}",0,"[8.93, 6.1, 5.63, 2.17, 1.2]",0b1111100010,센서 값 정상 범위
60327,388.53,C,NY,13-Feb-18,48:01.9,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":2,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":9,""open_cc"":6,""mort"":1}",0,"[6.24, 8.94, 2.68, 9.83, 6.95]",0b110000001,배터리 잔량 부족
30552,250.55,A,IL,19-Mar-18,56:38.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":7,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":8,""open_cc"":8,""mort"":1}",0,"[4.96, 8.02, 4.69, 4.39, 3.25]",0b1000110001,분석 보고서 생성됨
39168,607.97,E,TX,10-Apr-18,31:58.2,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":8,""satisfactory"":15,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":26,""open_cc"":10,""mort"":2}",0,"[8.57, 6.12, 0.3, 9.16, 2.83]",0x24f,사용자 로그인 기록
78028,226.51,B,TN,31-Jan-18,50:11.2,"{""current_delinq"":0,""current_installment"":9,""opened_24m"":7,""satisfactory"":21,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":13,""open_cc"":10,""mort"":3}",0,"[2.55, 2.8, 4.7, 2.79, 0.49]",0x32e,모터 온도 상승 경고
42210,244.65,C,NH,09-Mar-18,20:27.5,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":3,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":27,""open_cc"":8,""mort"":3}",0,"[6.12, 4.59, 7.0, 9.66, 2.26]",0b110000000,정기 점검 완료
13329,416.22,C,SC,02-Apr-18,19:43.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":0,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":10,""open_cc"":9,""mort"":0}",0,"[4.92, 6.39, 9.31, 2.0, 6.07]",0x36e,알 수 없는 오류 발생
79897,602.21,A,NY,15-Mar-18,22:42.6,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":7,""satisfactory"":17,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":19,""open_cc"":14,""mort"":3}",0,"[0.47, 8.19, 5.75, 1.43, 9.37]",0b1011010011,네트워크 연결 불안정
40706,246.36,C,FL,07-Mar-18,35:55.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":7,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":8,""open_cc"":6,""mort"":0}",0,"[9.08, 5.59, 4.49, 2.3, 9.95]",0xf9,네트워크 연결 불안정
20307,203.88,C,TX,03-Jan-18,25:52.8,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":2,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":2,""open_cc"":2,""mort"":0}",0,"[2.16, 7.21, 5.92, 3.94, 9.53]",0x30,모터 온도 상승 경고
11443,156.62,A,TX,01-Mar-18,04:08.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":5,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":7,""open_cc"":5,""mort"":0}",0,"[5.74, 4.41, 6.09, 8.63, 9.27]",0b101010011,데이터 처리 성공
43411,339.41,B,FL,12-Feb-18,34:08.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":7,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":7,""open_cc"":6,""mort"":0}",0,"[3.29, 0.09, 9.46, 0.4, 9.14]",0x26,정기 점검 완료
27408,475.15,A,AL,02-Feb-18,55:47.4,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":3,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":14,""open_cc"":7,""mort"":4}",0,"[4.35, 0.81, 1.89, 2.92, 7.76]",0x95,배터리 잔량 부족
38487,275.34,D,WY,07-Feb-18,07:22.1,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":1,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":15,""open_cc"":7,""mort"":0}",0,"[2.41, 7.26, 6.68, 2.08, 6.18]",0b1000010101,시스템 업데이트 필요
47029,324.65,B,CA,21-Feb-18,38:01.9,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":8,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":13,""open_cc"":7,""mort"":0}",0,"[3.37, 0.24, 0.38, 0.41, 7.56]",0b1100001011,정기 점검 완료
66933,1076.62,D,PA,14-Apr-18,27:22.1,"{""current_delinq"":0,""current_installment"":9,""opened_24m"":0,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":4,""open_cc"":3,""mort"":0}",0,"[6.04, 1.96, 4.26, 6.23, 5.28]",0b1010001110,데이터 처리 성공
5459,980.75,B,CA,21-Mar-18,04:08.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":3,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":10,""open_cc"":8,""mort"":0}",0,"[7.12, 7.65, 2.52, 9.53, 2.06]",0b1010101101,데이터 처리 성공
57403,487.34,A,CO,06-Feb-18,25:52.8,"{""current_delinq"":0,""current_installment"":7,""opened_24m"":4,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":9,""open_cc"":4,""mort"":5}",0,"[1.0, 3.93, 5.68, 1.9, 1.76]",0b1001100000,모터 온도 상승 경고
29882,670.13,C,NY,27-Mar-18,23:13.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":5,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":15,""open_cc"":7,""mort"":0}",0,"[4.56, 1.69, 6.19, 0.14, 7.5]",0b1101001101,배터리 잔량 부족
9913,245.76,E,MO,19-Feb-18,18:01.9,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":5,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":8,""open_cc"":4,""mort"":2}",0,"[4.52, 4.88, 0.31, 6.39, 7.52]",0x1b1,모터 온도 상승 경고
76834,542.74,D,FL,11-Mar-18,36:38.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":10,""satisfactory"":23,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":22,""open_cc"":19,""mort"":2}",0,"[4.83, 3.97, 8.62, 0.63, 9.21]",0x1a5,분석 보고서 생성됨
165182,368.9,C,MO,31-Jan-18,33:13.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":8,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":20,""open_cc"":8,""mort"":6}",0,"[8.83, 1.16, 6.24, 1.95, 0.39]",0x3b5,알 수 없는 오류 발생
20366,351.67,C,CA,19-Mar-18,51:58.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":9,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":14,""open_cc"":9,""mort"":0}",0,"[2.05, 0.69, 0.22, 9.78, 6.54]",0b100110000,사용자 로그인 기록
96202,805.86,B,NY,25-Feb-18,57:22.1,"{""current_delinq"":0,""current_installment"":6,""opened_24m"":11,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":13,""open_cc"":4,""mort"":2}",0,"[2.81, 2.53, 0.95, 3.53, 9.84]",0x3c7,모터 온도 상승 경고
2523,386.76,B,MA,15-Mar-18,08:01.9,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":4,""satisfactory"":4,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":6,""open_cc"":4,""mort"":0}",0,"[2.98, 8.77, 1.42, 0.27, 8.31]",0x63,사용자 로그인 기록
27474,186.23,A,TN,31-Jan-18,08:01.9,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":1,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":3,""open_cc"":3,""mort"":0}",0,"[7.67, 6.1, 6.18, 3.94, 9.84]",0b1011100100,정기 점검 완료
53298,392.36,B,NJ,03-Mar-18,34:08.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":6,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":12,""open_cc"":4,""mort"":3}",0,"[9.86, 1.52, 4.01, 3.76, 2.25]",0b1001010101,센서 값 정상 범위
164954,230.57,C,LA,15-Feb-18,15:52.8,"{""current_delinq"":0,""current_installment"":15,""opened_24m"":4,""satisfactory"":18,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":2,""open_cc"":2,""mort"":1}",0,"[3.35, 1.57, 5.24, 8.1, 9.77]",0x39b,배터리 잔량 부족
5929,684.24,C,OH,16-Apr-18,03:13.3,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":3,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":7,""open_cc"":6,""mort"":0}",0,"[5.93, 3.92, 2.61, 9.79, 7.74]",0b1010001000,사용자 로그인 기록
19887,263.78,A,MA,11-Mar-18,04:08.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":1,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":8,""open_cc"":4,""mort"":2}",0,"[5.27, 6.27, 5.19, 9.26, 8.85]",0x1a1,정기 점검 완료
110739,857.39,C,WV,05-Feb-18,36:38.2,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":7,""satisfactory"":17,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":12,""open_cc"":11,""mort"":4}",0,"[3.42, 5.71, 1.09, 4.02, 8.49]",0b101110,시스템 업데이트 필요
61746,1229.97,A,GA,01-Mar-18,06:38.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":4,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":10,""open_cc"":5,""mort"":3}",0,"[8.6, 8.77, 4.54, 0.45, 3.05]",0x1cb,정기 점검 완료
69424,316.46,C,CA,31-Mar-18,19:43.3,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":7,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":5,""open_cc"":4,""mort"":3}",0,"[1.59, 0.83, 9.23, 7.64, 8.64]",0b1011100011,배터리 잔량 부족
11048,223.44,A,PA,09-Mar-18,58:01.9,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":2,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":18,""open_cc"":10,""mort"":0}",0,"[0.18, 9.96, 9.28, 6.7, 0.11]",0b1000010011,분석 보고서 생성됨
44111,238.94,E,WI,03-Mar-18,28:01.9,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":4,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":7,""open_cc"":3,""mort"":0}",0,"[2.55, 3.54, 8.06, 3.54, 3.45]",0b111001011,모터 온도 상승 경고
62706,78.06,C,TX,06-Feb-18,34:08.2,"{""current_delinq"":0,""current_installment"":8,""opened_24m"":2,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":5,""open_cc"":4,""mort"":0}",0,"[9.04, 6.9, 2.92, 1.12, 5.15]",0x1b,모터 온도 상승 경고
4154,307.5,A,IN,27-Feb-18,01:58.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":2,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":12,""open_cc"":7,""mort"":0}",0,"[5.85, 2.81, 9.57, 7.92, 2.24]",0x368,사용자 로그인 기록
20877,947.67,D,CA,03-Feb-18,41:58.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":9,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":8,""open_cc"":6,""mort"":0}",0,"[6.67, 6.0, 1.98, 5.56, 9.24]",0x29b,정기 점검 완료
17445,477.35,E,OH,03-Mar-18,39:43.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":10,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":18,""open_cc"":11,""mort"":1}",0,"[9.58, 9.63, 0.45, 4.33, 6.51]",0xd4,분석 보고서 생성됨
34611,745.92,C,CA,03-Jan-18,30:27.5,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":0,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":23,""open_cc"":9,""mort"":0}",0,"[3.19, 8.41, 9.04, 1.12, 1.9]",0b1101111011,네트워크 연결 불안정
38608,416.28,C,CA,25-Mar-18,09:23.4,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":7,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":8,""open_cc"":6,""mort"":1}",0,"[4.05, 7.4, 4.4, 8.64, 2.05]",0x130,네트워크 연결 불안정
27762,320.05,B,MI,04-Feb-18,39:43.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":5,""satisfactory"":19,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":30,""open_cc"":17,""mort"":0}",0,"[4.36, 3.39, 3.31, 5.38, 7.18]",0x108,네트워크 연결 불안정
30433,78.54,D,NY,23-Feb-18,34:08.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":4,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":8,""open_cc"":6,""mort"":0}",0,"[6.47, 7.63, 8.15, 9.98, 1.03]",0x3da,배터리 잔량 부족
21669,168.78,C,IL,04-Apr-18,20:27.5,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":3,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":5,""open_cc"":4,""mort"":0}",0,"[8.81, 6.79, 6.94, 1.63, 6.3]",0b1011011101,모터 온도 상승 경고
28400,759.25,B,GA,25-Mar-18,05:52.8,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":23,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":24,""open_cc"":22,""mort"":2}",0,"[2.08, 3.39, 2.12, 3.84, 0.25]",0x3a6,분석 보고서 생성됨
49906,1172.9,C,KS,01-Jan-18,43:08.5,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":2,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":11,""open_cc"":6,""mort"":0}",0,"[1.3, 6.32, 3.44, 3.85, 0.39]",0b10001011,분석 보고서 생성됨
15755,273.08,D,NY,11-Mar-18,19:43.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":1,""satisfactory"":3,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":2,""open_cc"":2,""mort"":0}",0,"[6.19, 5.92, 4.14, 3.77, 3.09]",0x29c,배터리 잔량 부족
13900,77.91,B,NY,01-Mar-18,08:01.9,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":4,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":3,""open_cc"":2,""mort"":1}",0,"[1.54, 5.93, 2.02, 9.13, 5.21]",0x30c,사용자 로그인 기록
52475,590.25,A,OH,13-Jan-18,04:08.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":4,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":8,""open_cc"":7,""mort"":3}",0,"[4.14, 1.74, 4.9, 1.84, 8.57]",0x322,알 수 없는 오류 발생
46068,715.88,D,MA,07-Mar-18,06:38.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":7,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":10,""open_cc"":7,""mort"":2}",0,"[4.04, 4.28, 6.15, 9.76, 6.13]",0b1011111,데이터 처리 성공
27819,305.12,D,MD,27-Jan-18,36:38.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":3,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":8,""total_cc"":13,""open_cc"":10,""mort"":1}",0,"[9.98, 5.45, 0.0, 5.78, 7.83]",0x3a4,알 수 없는 오류 발생
93341,391.5,A,AR,19-Feb-18,18:01.9,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":6,""satisfactory"":22,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":28,""open_cc"":18,""mort"":3}",0,"[2.24, 7.1, 8.82, 3.06, 8.83]",0x125,시스템 업데이트 필요
68759,292.59,D,NY,19-Mar-18,15:52.8,"{""current_delinq"":0,""current_installment"":13,""opened_24m"":5,""satisfactory"":22,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":12,""open_cc"":9,""mort"":0}",0,"[7.22, 6.14, 2.87, 7.27, 5.26]",0b11000011,데이터 처리 성공
57617,636.38,B,NY,06-Apr-18,24:08.2,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":2,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":18,""open_cc"":8,""mort"":2}",0,"[6.81, 2.78, 8.13, 6.86, 2.57]",0xef,시스템 업데이트 필요
39654,213.21,A,MS,17-Feb-18,50:11.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":2,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":3,""open_cc"":3,""mort"":0}",0,"[9.78, 8.88, 3.5, 0.77, 5.1]",0b1101111000,사용자 로그인 기록
