total_credit_utilized,installment,grade,state,issue_date,application_time,accounts,y
20307,203.88,C,TX,03-Jan-18,15:25:52.8,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":2,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":2,""open_cc"":2,""mort"":0}",0
11443,156.62,A,TX,01-Mar-18,15:04:08.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":5,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":7,""open_cc"":5,""mort"":0}",0
43411,339.41,B,FL,12-Feb-18,15:34:08.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":7,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":7,""open_cc"":6,""mort"":0}",0
27408,475.15,A,AL,02-Feb-18,17:55:47.4,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":3,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":14,""open_cc"":7,""mort"":4}",0
38487,275.34,D,WY,07-Feb-18,10:07:22.1,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":1,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":15,""open_cc"":7,""mort"":0}",0
47029,324.65,B,CA,21-Feb-18,16:38:01.9,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":8,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":13,""open_cc"":7,""mort"":0}",0
66933,1076.62,D,PA,14-Apr-18,10:27:22.1,"{""current_delinq"":0,""current_installment"":9,""opened_24m"":0,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":4,""open_cc"":3,""mort"":0}",0
5459,980.75,B,CA,21-Mar-18,14:04:08.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":3,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":10,""open_cc"":8,""mort"":0}",0
57403,487.34,A,CO,06-Feb-18,10:25:52.8,"{""current_delinq"":0,""current_installment"":7,""opened_24m"":4,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":9,""open_cc"":4,""mort"":5}",0
29882,670.13,C,NY,27-Mar-18,11:23:13.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":5,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":15,""open_cc"":7,""mort"":0}",0
9913,245.76,E,MO,19-Feb-18,10:18:01.9,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":5,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":8,""open_cc"":4,""mort"":2}",0
76834,542.74,D,FL,11-Mar-18,10:36:38.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":10,""satisfactory"":23,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":22,""open_cc"":19,""mort"":2}",0
165182,368.9,C,MO,31-Jan-18,11:33:13.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":8,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":20,""open_cc"":8,""mort"":6}",0
20366,351.67,C,CA,19-Mar-18,16:51:58.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":9,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":14,""open_cc"":9,""mort"":0}",0
96202,805.86,B,NY,25-Feb-18,15:57:22.1,"{""current_delinq"":0,""current_installment"":6,""opened_24m"":11,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":13,""open_cc"":4,""mort"":2}",0
2523,386.76,B,MA,15-Mar-18,10:08:01.9,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":4,""satisfactory"":4,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":6,""open_cc"":4,""mort"":0}",0
27474,186.23,A,TN,31-Jan-18,14:08:01.9,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":1,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":3,""open_cc"":3,""mort"":0}",0
53298,392.36,B,NJ,03-Mar-18,14:34:08.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":6,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":12,""open_cc"":4,""mort"":3}",0
164954,230.57,C,LA,15-Feb-18,13:15:52.8,"{""current_delinq"":0,""current_installment"":15,""opened_24m"":4,""satisfactory"":18,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":2,""open_cc"":2,""mort"":1}",0
5929,684.24,C,OH,16-Apr-18,16:03:13.3,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":3,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":7,""open_cc"":6,""mort"":0}",0
19887,263.78,A,MA,11-Mar-18,15:04:08.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":1,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":8,""open_cc"":4,""mort"":2}",0
110739,857.39,C,WV,05-Feb-18,17:36:38.2,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":7,""satisfactory"":17,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":12,""open_cc"":11,""mort"":4}",0
61746,1229.97,A,GA,01-Mar-18,16:06:38.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":4,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":10,""open_cc"":5,""mort"":3}",0
69424,316.46,C,CA,31-Mar-18,13:19:43.3,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":7,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":5,""open_cc"":4,""mort"":3}",0
11048,223.44,A,PA,09-Mar-18,16:58:01.9,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":2,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":18,""open_cc"":10,""mort"":0}",0
44111,238.94,E,WI,03-Mar-18,11:28:01.9,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":4,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":7,""open_cc"":3,""mort"":0}",0
62706,78.06,C,TX,06-Feb-18,15:34:08.2,"{""current_delinq"":0,""current_installment"":8,""opened_24m"":2,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":5,""open_cc"":4,""mort"":0}",0
4154,307.5,A,IN,27-Feb-18,14:01:58.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":2,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":12,""open_cc"":7,""mort"":0}",0
20877,947.67,D,CA,03-Feb-18,11:41:58.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":9,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":8,""open_cc"":6,""mort"":0}",0
17445,477.35,E,OH,03-Mar-18,14:39:43.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":10,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":18,""open_cc"":11,""mort"":1}",0
34611,745.92,C,CA,03-Jan-18,10:30:27.5,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":0,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":23,""open_cc"":9,""mort"":0}",0
38608,416.28,C,CA,25-Mar-18,16:09:23.4,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":7,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":8,""open_cc"":6,""mort"":1}",0
27762,320.05,B,MI,04-Feb-18,15:39:43.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":5,""satisfactory"":19,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":30,""open_cc"":17,""mort"":0}",0
30433,78.54,D,NY,23-Feb-18,16:34:08.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":4,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":8,""open_cc"":6,""mort"":0}",0
21669,168.78,C,IL,04-Apr-18,16:20:27.5,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":3,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":5,""open_cc"":4,""mort"":0}",0
28400,759.25,B,GA,25-Mar-18,10:05:52.8,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":23,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":24,""open_cc"":22,""mort"":2}",0
49906,1172.9,C,KS,01-Jan-18,17:43:08.5,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":2,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":11,""open_cc"":6,""mort"":0}",0
15755,273.08,D,NY,11-Mar-18,11:19:43.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":1,""satisfactory"":3,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":2,""open_cc"":2,""mort"":0}",0
13900,77.91,B,NY,01-Mar-18,14:08:01.9,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":4,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":3,""open_cc"":2,""mort"":1}",0
52475,590.25,A,OH,13-Jan-18,15:04:08.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":4,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":8,""open_cc"":7,""mort"":3}",0
46068,715.88,D,MA,07-Mar-18,16:06:38.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":7,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":10,""open_cc"":7,""mort"":2}",0
27819,305.12,D,MD,27-Jan-18,15:36:38.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":3,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":8,""total_cc"":13,""open_cc"":10,""mort"":1}",0
93341,391.5,A,AR,19-Feb-18,14:18:01.9,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":6,""satisfactory"":22,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":28,""open_cc"":18,""mort"":3}",0
68759,292.59,D,NY,19-Mar-18,15:15:52.8,"{""current_delinq"":0,""current_installment"":13,""opened_24m"":5,""satisfactory"":22,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":12,""open_cc"":9,""mort"":0}",0
57617,636.38,B,NY,06-Apr-18,11:24:08.2,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":2,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":18,""open_cc"":8,""mort"":2}",0
39654,213.21,A,MS,17-Feb-18,10:50:11.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":2,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":3,""open_cc"":3,""mort"":0}",0
34997,498.02,D,AZ,11-Mar-18,15:11:58.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":8,""open_cc"":8,""mort"":0}",0
11195,1230.67,C,VA,29-Mar-18,11:52:42.6,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":6,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":8,""open_cc"":3,""mort"":0}",0
10709,230.57,C,IL,27-Feb-18,15:24:08.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":0,""satisfactory"":3,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":4,""open_cc"":3,""mort"":0}",0
29320,644.6,B,TN,14-Apr-18,11:20:27.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":7,""open_cc"":4,""mort"":1}",0
88149,952.44,C,CA,13-Mar-18,17:08:01.9,"{""current_delinq"":0,""current_installment"":9,""opened_24m"":2,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":0,""total_cc"":7,""open_cc"":2,""mort"":1}",0
20241,368.94,A,IL,05-Mar-18,14:00:27.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":9,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":17,""open_cc"":9,""mort"":7}",0
13570,574.2,D,OR,11-Mar-18,14:58:01.9,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":1,""satisfactory"":4,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":3,""open_cc"":3,""mort"":0}",0
44347,332.1,B,FL,16-Feb-18,14:02:42.6,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":4,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":16,""open_cc"":10,""mort"":0}",0
15584,339.79,C,CA,07-Mar-18,16:32:42.6,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":1,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":15,""open_cc"":10,""mort"":0}",0
105205,465.57,A,IN,07-Jan-18,11:21:58.2,"{""current_delinq"":0,""current_installment"":6,""opened_24m"":8,""satisfactory"":23,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":24,""open_cc"":16,""mort"":1}",0
42,514.91,B,MN,25-Jan-18,15:03:13.3,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":6,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":8,""open_cc"":6,""mort"":1}",0
78003,1252.91,A,CA,05-Feb-18,17:00:27.5,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":1,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":6,""open_cc"":3,""mort"":2}",0
25122,530.2,B,TX,06-Apr-18,16:38:01.9,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":1,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":21,""open_cc"":12,""mort"":3}",0
145985,1078.07,C,NC,07-Mar-18,17:20:27.5,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":3,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":11,""open_cc"":10,""mort"":1}",0
95665,530.32,B,MS,01-Jan-18,17:18:01.9,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":9,""satisfactory"":16,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":15,""open_cc"":11,""mort"":1}",0
32432,559.31,C,NY,23-Mar-18,13:21:58.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":0,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":6,""open_cc"":5,""mort"":3}",0
9799,349.65,C,TX,07-Feb-18,10:40:27.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":5,""open_cc"":4,""mort"":0}",0
98692,812.13,C,NY,29-Jan-18,16:47:22.1,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":6,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":13,""open_cc"":8,""mort"":3}",0
37791,486.58,C,OR,27-Jan-18,10:57:22.1,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":18,""satisfactory"":31,""120d_past_due"":null,""30d_past_due"":0,""active_debit"":29,""total_cc"":36,""open_cc"":30,""mort"":0}",0
72529,699.14,C,TX,19-Mar-18,10:16:38.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":7,""satisfactory"":15,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":14,""open_cc"":11,""mort"":3}",0
57581,398.01,D,NY,01-Feb-18,16:00:27.5,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":4,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":14,""open_cc"":4,""mort"":2}",0
34442,349.65,C,CA,27-Jan-18,15:39:43.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":5,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":11,""open_cc"":7,""mort"":0}",0
90416,328.44,C,GA,19-Feb-18,16:01:58.2,"{""current_delinq"":0,""current_installment"":7,""opened_24m"":1,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":9,""open_cc"":7,""mort"":1}",0
16537,222.4,B,AL,21-Jan-18,16:10:27.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":4,""open_cc"":4,""mort"":3}",0
53291,768.74,A,FL,21-Feb-18,16:30:27.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":20,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":9,""total_cc"":24,""open_cc"":19,""mort"":1}",0
90942,648.93,D,MI,17-Jan-18,11:12:42.6,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":3,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":4,""open_cc"":3,""mort"":0}",0
46601,860.86,A,CO,11-Mar-18,16:16:38.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":7,""open_cc"":6,""mort"":0}",0
39261,304.54,A,SC,20-Apr-18,17:04:08.2,"{""current_delinq"":0,""current_installment"":6,""opened_24m"":2,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":5,""open_cc"":4,""mort"":0}",0
47940,310.38,A,NC,11-Jan-18,15:55:47.4,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":8,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":8,""open_cc"":4,""mort"":1}",0
37694,339.79,C,NC,07-Feb-18,17:09:23.4,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":8,""satisfactory"":18,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":30,""open_cc"":16,""mort"":0}",0
2114,84.95,C,WA,09-Jan-18,11:02:42.6,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":13,""open_cc"":6,""mort"":0}",0
37792,195.72,A,LA,12-Apr-18,16:29:43.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":1,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":6,""open_cc"":3,""mort"":2}",0
24021,313.23,A,NE,18-Feb-18,15:03:13.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":31,""open_cc"":10,""mort"":1}",0
117216,450.05,A,CO,21-Jan-18,10:06:38.2,"{""current_delinq"":0,""current_installment"":8,""opened_24m"":10,""satisfactory"":17,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":13,""open_cc"":8,""mort"":4}",0
14056,1328.39,B,CA,19-Jan-18,16:13:21.5,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":4,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":7,""open_cc"":6,""mort"":0}",0
33160,562.68,C,FL,01-Feb-18,17:46:38.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":9,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":7,""total_cc"":15,""open_cc"":12,""mort"":0}",0
38733,451.29,B,CA,21-Jan-18,17:10:27.5,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":1,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":6,""open_cc"":3,""mort"":0}",0
48638,368.69,D,FL,27-Feb-18,11:03:13.3,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":11,""satisfactory"":16,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":14,""open_cc"":12,""mort"":0}",0
86272,75.17,A,KY,17-Mar-18,17:20:27.5,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":6,""satisfactory"":16,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":9,""total_cc"":20,""open_cc"":11,""mort"":2}",0
12329,577.65,C,CA,06-Feb-18,16:42:42.6,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":0,""satisfactory"":4,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":9,""open_cc"":3,""mort"":2}",0
136103,804.16,C,AR,07-Mar-18,16:56:38.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":5,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":8,""open_cc"":7,""mort"":0}",0
38119,733.43,D,NJ,01-Mar-18,17:58:01.9,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":5,""satisfactory"":16,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":17,""open_cc"":12,""mort"":4}",0
10401,1054.86,C,TX,01-Mar-18,16:28:01.9,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":15,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":10,""total_cc"":15,""open_cc"":13,""mort"":0}",0
1364,110.7,A,CA,11-Jan-18,16:50:11.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":0,""satisfactory"":3,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":3,""open_cc"":3,""mort"":0}",0
