total_credit_utilized,installment,grade,state,issue_date,application_time,accounts,vector_feature,non_decimal_feature,sentence_feature,y
59514,241.29,C,NC,11-Mar-18,20:27.5,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":8,""satisfactory"":16,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":11,""open_cc"":10,""mort"":1}","[8.4, 9.25, 1.59, 8.8, 9.86]",0b1111000,ë¶„ì„ ë³´ê³ ???ì„±??0,
24861,815.85,C,FL,04-Feb-18,55:47.4,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":0,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":7,""open_cc"":6,""mort"":4}","[4.13, 1.53, 0.18, 7.0, 6.88]",0b1101100101,?°ì´??ì²˜ë¦¬ ?±ê³µ,0
4212,137.33,B,OR,19-Jan-18,13:21.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":6,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":10,""open_cc"":5,""mort"":0}","[4.35, 5.08, 6.69, 5.27, 2.45]",0x2c6,?¬ìš©??ë¡œê·¸??ê¸°ë¡,0
68594,86.13,D,OH,17-Feb-18,13:21.5,"{""current_delinq"":0,""current_installment"":9,""opened_24m"":2,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":4,""open_cc"":4,""mort"":0}","[0.33, 8.35, 4.09, 2.24, 9.76]",0x8d,?°ì´??ì²˜ë¦¬ ?±ê³µ,0
36441,463.14,D,TX,03-Jan-18,17:22.1,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":7,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":8,""total_cc"":17,""open_cc"":9,""mort"":1}","[4.59, 7.33, 8.19, 7.46, 9.59]",0x5e,?¼ì„œ ê°??•ìƒ ë²”ìœ„,0
13559,281.34,C,CA,10-Feb-18,30:27.5,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":13,""satisfactory"":18,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":21,""open_cc"":15,""mort"":2}","[3.14, 0.18, 4.71, 6.78, 4.63]",0b11011000,ëª¨í„° ?¨ë„ ?ìŠ¹ ê²½ê³ ,0
31663,1100.14,D,OK,01-Mar-18,17:22.1,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":4,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":5,""open_cc"":3,""mort"":1}","[0.81, 8.83, 8.18, 6.03, 0.1]",0x202,?¤íŠ¸?Œí¬ ?°ê²° ë¶ˆì•ˆ??0,
65964,234.58,C,PA,07-Jan-18,18:01.9,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":8,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":8,""open_cc"":7,""mort"":1}","[3.43, 2.55, 3.46, 8.43, 6.48]",0b101010101,ì´ˆê¸°???‘ì—… ì§„í–‰ ì¤?0,
70510,761.35,A,TX,11-Feb-18,49:43.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":5,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":9,""open_cc"":6,""mort"":2}","[4.65, 0.94, 0.3, 5.53, 2.57]",0x75,ì´ˆê¸°???‘ì—… ì§„í–‰ ì¤?0,
860,838.71,B,FL,13-Mar-18,15:52.8,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":8,""satisfactory"":15,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":21,""open_cc"":15,""mort"":2}","[6.53, 2.22, 0.28, 6.15, 9.77]",0b1010101100,ì´ˆê¸°???‘ì—… ì§„í–‰ ì¤?0,
87687,514.91,B,VA,18-Feb-18,15:52.8,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":3,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":14,""open_cc"":7,""mort"":4}","[7.56, 9.36, 8.13, 3.17, 1.4]",0x2ca,ë¶„ì„ ë³´ê³ ???ì„±??0,
14461,156.59,A,SD,04-Apr-18,27:22.1,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":6,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":23,""open_cc"":9,""mort"":0}","[5.2, 2.09, 9.87, 0.39, 8.89]",0b11010011,ë¶„ì„ ë³´ê³ ???ì„±??0,
121076,922.25,C,MO,31-Jan-18,44:08.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":9,""satisfactory"":18,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":27,""open_cc"":13,""mort"":4}","[5.87, 4.51, 1.37, 0.29, 0.28]",0b1100111100,?œìŠ¤???…ë°?´íŠ¸ ?„ìš”,0
159851,357.17,C,IL,14-Apr-18,51:58.2,"{""current_delinq"":0,""current_installment"":6,""opened_24m"":8,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":8,""open_cc"":7,""mort"":1}","[8.28, 0.91, 4.29, 9.27, 8.15]",0b10001101,?¤íŠ¸?Œí¬ ?°ê²° ë¶ˆì•ˆ??0,
18294,167.54,C,TX,08-Apr-18,17:22.1,"{""current_delinq"":0,""current_installment"":7,""opened_24m"":9,""satisfactory"":15,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":13,""open_cc"":8,""mort"":0}","[2.01, 4.3, 1.13, 4.95, 3.45]",0x3af,?œìŠ¤???…ë°?´íŠ¸ ?„ìš”,0
40982,219.23,A,FL,04-Apr-18,07:22.1,"{""current_delinq"":0,""current_installment"":8,""opened_24m"":3,""satisfactory"":15,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":8,""open_cc"":7,""mort"":1}","[8.06, 6.84, 2.59, 2.59, 1.88]",0b1100110111,?œìŠ¤???…ë°?´íŠ¸ ?„ìš”,0
47451,402.25,C,AZ,13-Mar-18,40:27.5,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":3,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":11,""open_cc"":5,""mort"":1}","[1.34, 1.63, 8.8, 8.12, 5.13]",0x141,?¤íŠ¸?Œí¬ ?°ê²° ë¶ˆì•ˆ??0,
23551,729.71,C,NY,19-Mar-18,25:52.8,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":6,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":6,""open_cc"":6,""mort"":1}","[9.55, 7.47, 1.97, 1.0, 8.56]",0b1010101101,?•ê¸° ?ê? ?„ë£Œ,0
177350,579.95,E,NJ,27-Feb-18,58:01.9,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":5,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":7,""total_cc"":23,""open_cc"":12,""mort"":3}","[2.75, 0.37, 3.24, 2.21, 8.56]",0b1111010,?????†ëŠ” ?¤ë¥˜ ë°œìƒ,0
16061,626.46,A,IL,08-Feb-18,20:27.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":7,""satisfactory"":28,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":9,""total_cc"":32,""open_cc"":27,""mort"":1}","[3.35, 1.02, 1.16, 1.95, 0.97]",0b1011011110,?¼ì„œ ê°??•ìƒ ë²”ìœ„,0
10994,381.4,D,MN,14-Feb-18,22:42.6,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":4,""satisfactory"":16,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":22,""open_cc"":16,""mort"":0}","[3.54, 4.47, 4.07, 6.39, 3.45]",0b1101011101,?•ê¸° ?ê? ?„ë£Œ,0
84019,365.5,A,TX,22-Feb-18,36:38.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":5,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":9,""open_cc"":6,""mort"":2}","[1.88, 9.42, 7.25, 7.56, 0.37]",0b1110000000,ì´ˆê¸°???‘ì—… ì§„í–‰ ì¤?0,
7020,496.9,A,CO,19-Feb-18,07:22.1,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":0,""satisfactory"":3,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":5,""open_cc"":2,""mort"":0}","[2.88, 8.22, 4.05, 6.65, 6.05]",0x11c,ë°°í„°ë¦??”ëŸ‰ ë¶€ì¡?0,
47779,578.21,A,MA,27-Feb-18,00:27.5,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":9,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":10,""open_cc"":9,""mort"":1}","[2.11, 0.96, 9.11, 3.32, 4.35]",0x3a5,?¬ìš©??ë¡œê·¸??ê¸°ë¡,0
22788,227.26,B,NJ,31-Jan-18,45:52.8,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":3,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":11,""open_cc"":8,""mort"":2}","[8.76, 2.5, 2.31, 1.32, 2.83]",0x31b,?????†ëŠ” ?¤ë¥˜ ë°œìƒ,0
29553,397.41,D,MN,07-Feb-18,54:08.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":7,""total_cc"":17,""open_cc"":10,""mort"":2}","[3.35, 4.42, 6.99, 1.53, 7.1]",0b111011,?•ê¸° ?ê? ?„ë£Œ,0
60327,388.53,C,NY,13-Feb-18,48:01.9,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":2,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":9,""open_cc"":6,""mort"":1}","[2.5, 2.46, 2.98, 0.88, 7.37]",0b1110100111,?œìŠ¤???…ë°?´íŠ¸ ?„ìš”,0
30552,250.55,A,IL,19-Mar-18,56:38.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":7,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":8,""open_cc"":8,""mort"":1}","[0.57, 6.98, 8.44, 7.52, 7.78]",0b1010110,?¬ìš©??ë¡œê·¸??ê¸°ë¡,0
39168,607.97,E,TX,10-Apr-18,31:58.2,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":8,""satisfactory"":15,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":26,""open_cc"":10,""mort"":2}","[8.69, 4.38, 9.4, 6.06, 9.47]",0b1101001111,?¤íŠ¸?Œí¬ ?°ê²° ë¶ˆì•ˆ??0,
78028,226.51,B,TN,31-Jan-18,50:11.2,"{""current_delinq"":0,""current_installment"":9,""opened_24m"":7,""satisfactory"":21,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":13,""open_cc"":10,""mort"":3}","[0.18, 3.87, 7.54, 9.72, 7.23]",0x3b2,ì´ˆê¸°???‘ì—… ì§„í–‰ ì¤?0,
42210,244.65,C,NH,09-Mar-18,20:27.5,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":3,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":27,""open_cc"":8,""mort"":3}","[5.13, 1.14, 2.12, 7.63, 2.68]",0b111010001,?•ê¸° ?ê? ?„ë£Œ,0
13329,416.22,C,SC,02-Apr-18,19:43.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":0,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":10,""open_cc"":9,""mort"":0}","[8.46, 2.82, 6.78, 3.02, 3.45]",0x18e,ë¶„ì„ ë³´ê³ ???ì„±??0,
79897,602.21,A,NY,15-Mar-18,22:42.6,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":7,""satisfactory"":17,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":19,""open_cc"":14,""mort"":3}","[1.94, 9.79, 7.59, 8.94, 1.59]",0b101110101,?????†ëŠ” ?¤ë¥˜ ë°œìƒ,0
40706,246.36,C,FL,07-Mar-18,35:55.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":7,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":8,""open_cc"":6,""mort"":0}","[6.47, 6.04, 7.15, 1.38, 3.68]",0b1000000101,?œìŠ¤???…ë°?´íŠ¸ ?„ìš”,0
20307,203.88,C,TX,03-Jan-18,25:52.8,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":2,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":2,""open_cc"":2,""mort"":0}","[8.61, 4.94, 7.54, 3.86, 6.32]",0x14d,?°ì´??ì²˜ë¦¬ ?±ê³µ,0
11443,156.62,A,TX,01-Mar-18,04:08.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":5,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":7,""open_cc"":5,""mort"":0}","[9.87, 1.83, 2.55, 0.82, 6.82]",0x2d9,?œìŠ¤???…ë°?´íŠ¸ ?„ìš”,0
43411,339.41,B,FL,12-Feb-18,34:08.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":7,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":7,""open_cc"":6,""mort"":0}","[7.25, 8.56, 5.14, 6.78, 6.3]",0b1110000100,ëª¨í„° ?¨ë„ ?ìŠ¹ ê²½ê³ ,0
27408,475.15,A,AL,02-Feb-18,55:47.4,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":3,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":14,""open_cc"":7,""mort"":4}","[3.19, 6.86, 8.52, 4.89, 4.61]",0xc0,ëª¨í„° ?¨ë„ ?ìŠ¹ ê²½ê³ ,0
38487,275.34,D,WY,07-Feb-18,07:22.1,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":1,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":15,""open_cc"":7,""mort"":0}","[7.49, 1.65, 6.38, 9.57, 5.06]",0b1011010011,?????†ëŠ” ?¤ë¥˜ ë°œìƒ,0
47029,324.65,B,CA,21-Feb-18,38:01.9,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":8,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":13,""open_cc"":7,""mort"":0}","[3.08, 3.37, 6.92, 7.94, 4.76]",0x320,ëª¨í„° ?¨ë„ ?ìŠ¹ ê²½ê³ ,0
66933,1076.62,D,PA,14-Apr-18,27:22.1,"{""current_delinq"":0,""current_installment"":9,""opened_24m"":0,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":4,""open_cc"":3,""mort"":0}","[6.04, 0.49, 5.99, 1.3, 2.93]",0b1110110100,ë¶„ì„ ë³´ê³ ???ì„±??0,
5459,980.75,B,CA,21-Mar-18,04:08.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":3,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":10,""open_cc"":8,""mort"":0}","[8.03, 1.14, 10.0, 0.38, 4.55]",0b111011101,?¤íŠ¸?Œí¬ ?°ê²° ë¶ˆì•ˆ??0,
57403,487.34,A,CO,06-Feb-18,25:52.8,"{""current_delinq"":0,""current_installment"":7,""opened_24m"":4,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":9,""open_cc"":4,""mort"":5}","[1.86, 9.01, 9.15, 5.03, 6.65]",0x36b,ë¶„ì„ ë³´ê³ ???ì„±??0,
29882,670.13,C,NY,27-Mar-18,23:13.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":5,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":15,""open_cc"":7,""mort"":0}","[9.43, 7.39, 8.95, 8.81, 5.24]",0b10110000,?¼ì„œ ê°??•ìƒ ë²”ìœ„,0
9913,245.76,E,MO,19-Feb-18,18:01.9,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":5,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":8,""open_cc"":4,""mort"":2}","[2.63, 4.99, 4.72, 3.96, 9.57]",0x13b,ë¶„ì„ ë³´ê³ ???ì„±??0,
76834,542.74,D,FL,11-Mar-18,36:38.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":10,""satisfactory"":23,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":22,""open_cc"":19,""mort"":2}","[0.87, 2.84, 2.35, 9.78, 4.94]",0b1000101,?¬ìš©??ë¡œê·¸??ê¸°ë¡,0
165182,368.9,C,MO,31-Jan-18,33:13.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":8,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":20,""open_cc"":8,""mort"":6}","[8.41, 7.08, 1.04, 9.65, 1.41]",0x4c,ëª¨í„° ?¨ë„ ?ìŠ¹ ê²½ê³ ,0
20366,351.67,C,CA,19-Mar-18,51:58.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":9,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":14,""open_cc"":9,""mort"":0}","[1.69, 0.47, 7.32, 4.41, 7.76]",0b1011011001,ë¶„ì„ ë³´ê³ ???ì„±??0,
96202,805.86,B,NY,25-Feb-18,57:22.1,"{""current_delinq"":0,""current_installment"":6,""opened_24m"":11,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":13,""open_cc"":4,""mort"":2}","[7.71, 2.13, 5.96, 4.2, 3.61]",0b11010001,ì´ˆê¸°???‘ì—… ì§„í–‰ ì¤?0,
2523,386.76,B,MA,15-Mar-18,08:01.9,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":4,""satisfactory"":4,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":6,""open_cc"":4,""mort"":0}","[9.26, 8.27, 8.12, 2.88, 9.95]",0b1101101001,?¬ìš©??ë¡œê·¸??ê¸°ë¡,0
27474,186.23,A,TN,31-Jan-18,08:01.9,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":1,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":3,""open_cc"":3,""mort"":0}","[9.65, 0.83, 8.87, 7.41, 1.0]",0x5d,ì´ˆê¸°???‘ì—… ì§„í–‰ ì¤?0,
53298,392.36,B,NJ,03-Mar-18,34:08.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":6,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":12,""open_cc"":4,""mort"":3}","[9.25, 8.86, 0.83, 6.8, 1.53]",0b111110001,ì´ˆê¸°???‘ì—… ì§„í–‰ ì¤?0,
164954,230.57,C,LA,15-Feb-18,15:52.8,"{""current_delinq"":0,""current_installment"":15,""opened_24m"":4,""satisfactory"":18,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":2,""open_cc"":2,""mort"":1}","[4.42, 2.87, 7.74, 2.44, 6.4]",0x356,?¬ìš©??ë¡œê·¸??ê¸°ë¡,0
5929,684.24,C,OH,16-Apr-18,03:13.3,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":3,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":7,""open_cc"":6,""mort"":0}","[7.49, 8.83, 0.09, 2.14, 1.56]",0x1ff,ì´ˆê¸°???‘ì—… ì§„í–‰ ì¤?0,
19887,263.78,A,MA,11-Mar-18,04:08.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":1,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":8,""open_cc"":4,""mort"":2}","[3.83, 7.76, 5.61, 8.13, 3.73]",0x2b0,ì´ˆê¸°???‘ì—… ì§„í–‰ ì¤?0,
110739,857.39,C,WV,05-Feb-18,36:38.2,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":7,""satisfactory"":17,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":12,""open_cc"":11,""mort"":4}","[9.76, 2.74, 7.33, 3.49, 4.79]",0b1010110010,?¬ìš©??ë¡œê·¸??ê¸°ë¡,0
61746,1229.97,A,GA,01-Mar-18,06:38.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":4,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":10,""open_cc"":5,""mort"":3}","[3.41, 3.5, 2.93, 6.8, 1.21]",0x19,?????†ëŠ” ?¤ë¥˜ ë°œìƒ,0
69424,316.46,C,CA,31-Mar-18,19:43.3,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":7,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":5,""open_cc"":4,""mort"":3}","[2.18, 1.12, 9.76, 0.66, 9.88]",0x4f,?œìŠ¤???…ë°?´íŠ¸ ?„ìš”,0
11048,223.44,A,PA,09-Mar-18,58:01.9,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":2,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":18,""open_cc"":10,""mort"":0}","[8.62, 3.42, 9.56, 8.3, 5.35]",0b111011100,ëª¨í„° ?¨ë„ ?ìŠ¹ ê²½ê³ ,0
44111,238.94,E,WI,03-Mar-18,28:01.9,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":4,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":7,""open_cc"":3,""mort"":0}","[2.47, 8.4, 7.96, 4.44, 5.96]",0b1101100100,?¼ì„œ ê°??•ìƒ ë²”ìœ„,0
62706,78.06,C,TX,06-Feb-18,34:08.2,"{""current_delinq"":0,""current_installment"":8,""opened_24m"":2,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":5,""open_cc"":4,""mort"":0}","[9.14, 2.62, 2.56, 9.45, 9.34]",0b110100110,ë°°í„°ë¦??”ëŸ‰ ë¶€ì¡?0,
4154,307.5,A,IN,27-Feb-18,01:58.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":2,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":12,""open_cc"":7,""mort"":0}","[2.33, 7.03, 3.03, 6.45, 5.05]",0x1f4,?????†ëŠ” ?¤ë¥˜ ë°œìƒ,0
20877,947.67,D,CA,03-Feb-18,41:58.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":9,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":8,""open_cc"":6,""mort"":0}","[2.83, 9.5, 3.17, 7.34, 4.14]",0b1011000001,?¤íŠ¸?Œí¬ ?°ê²° ë¶ˆì•ˆ??0,
17445,477.35,E,OH,03-Mar-18,39:43.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":10,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":18,""open_cc"":11,""mort"":1}","[8.43, 0.6, 6.15, 4.53, 8.0]",0b1000001000,?¬ìš©??ë¡œê·¸??ê¸°ë¡,0
34611,745.92,C,CA,03-Jan-18,30:27.5,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":0,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":23,""open_cc"":9,""mort"":0}","[9.29, 8.32, 1.11, 2.78, 9.52]",0b1001110001,ë¶„ì„ ë³´ê³ ???ì„±??0,
38608,416.28,C,CA,25-Mar-18,09:23.4,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":7,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":8,""open_cc"":6,""mort"":1}","[6.82, 3.93, 3.8, 8.49, 4.16]",0x304,?¼ì„œ ê°??•ìƒ ë²”ìœ„,0
27762,320.05,B,MI,04-Feb-18,39:43.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":5,""satisfactory"":19,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":30,""open_cc"":17,""mort"":0}","[3.62, 6.18, 6.4, 9.62, 9.35]",0x8e,ë°°í„°ë¦??”ëŸ‰ ë¶€ì¡?0,
30433,78.54,D,NY,23-Feb-18,34:08.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":4,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":8,""open_cc"":6,""mort"":0}","[6.96, 7.0, 8.76, 6.77, 0.53]",0x111,?œìŠ¤???…ë°?´íŠ¸ ?„ìš”,0
21669,168.78,C,IL,04-Apr-18,20:27.5,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":3,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":5,""open_cc"":4,""mort"":0}","[1.76, 8.79, 8.01, 7.27, 1.55]",0x212,?œìŠ¤???…ë°?´íŠ¸ ?„ìš”,0
28400,759.25,B,GA,25-Mar-18,05:52.8,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":23,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":24,""open_cc"":22,""mort"":2}","[5.27, 6.53, 8.27, 1.76, 8.02]",0b1011010110,ë¶„ì„ ë³´ê³ ???ì„±??0,
49906,1172.9,C,KS,01-Jan-18,43:08.5,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":2,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":11,""open_cc"":6,""mort"":0}","[0.96, 3.18, 0.55, 7.55, 6.62]",0b1111001000,?¬ìš©??ë¡œê·¸??ê¸°ë¡,0
15755,273.08,D,NY,11-Mar-18,19:43.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":1,""satisfactory"":3,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":2,""open_cc"":2,""mort"":0}","[7.13, 9.92, 1.02, 1.27, 3.88]",0x205,?°ì´??ì²˜ë¦¬ ?±ê³µ,0
