total_credit_utilized,installment,state,non_decimal_feature,sentence_feature,accounts_current_delinq,accounts_current_installment,accounts_opened_24m,accounts_satisfactory,accounts_120d_past_due,accounts_30d_past_due,accounts_active_debit,accounts_total_cc,accounts_open_cc,accounts_mort,grade_C,grade_D,grade_A,grade_B,grade_Missing,grade_F,grade_E,grade_G,issue_date_year,issue_date_month,issue_date_day,application_time_time_seconds,vector_feature_pca_0,vector_feature_pca_1,vector_feature_pca_2,y,split
19880,263,38,0x2b0,초기화 작업 진행 중,0,2,1,6,0.0,0,3,8,4,2,0,0,1,0,0,0,0,0,2018,3,11,54248.2,-1.443532933395593,0.15765288831060342,2.8974745567919493,0,full
110730,857,18,0b1010110010,사용자 로그인 기록,0,4,7,17,0.0,0,6,12,11,4,1,0,0,0,0,0,0,0,2018,2,5,63398.2,0.5930614899398989,3.9443230923680064,-0.96122073839771,0,full
69420,316,36,0x4f,시스템 업데이트 필요,0,4,7,9,0.0,0,3,5,4,3,1,0,0,0,0,0,0,0,2018,3,31,47983.3,8.430177504502435,-1.7470656174782828,-2.2302270370697226,0,full
11040,223,24,0b111011100,모터 온도 상승 경고,0,0,2,10,0.0,0,5,18,10,0,0,0,1,0,0,0,0,0,2018,3,9,61081.9,1.0334826978726221,3.58974459754102,4.231483724337223,0,full
44110,238,26,0b1101100100,센서 값 정상 범위,0,2,4,5,0.0,0,1,7,3,0,0,0,0,0,0,0,1,0,2018,3,3,41281.9,2.8289734806545823,0.6111987131035415,0.3890540999318235,0,full
62700,78,37,0b110100110,배터리 잔량 부족,0,8,2,12,0.0,0,1,5,4,0,1,0,0,0,0,0,0,0,2018,2,6,56048.2,-0.04589471296770187,0.7569502057755182,4.575489382653669,0,full
4150,307,33,0x1f4,알 수 없는 오류 발생,0,0,2,7,0.0,0,1,12,7,0,0,0,1,0,0,0,0,0,2018,2,27,50518.2,-0.928604566684557,-2.189954653002008,0.9448752851859163,0,full
20870,947,36,0b1011000001,네트워크 연결 불안정,0,1,9,8,0.0,0,6,8,6,0,0,1,0,0,0,0,0,0,2018,2,3,42118.2,-2.0913734883494928,-0.7435799918619921,1.7264826596191538,0,full
17440,477,31,0b1000001000,사용자 로그인 기록,0,2,10,13,0.0,0,2,18,11,1,0,0,0,0,0,0,1,0,2018,3,3,52783.3,2.5641377952564914,1.2893709282345336,0.3396124372570206,0,full
34610,745,36,0b1001110001,분석 보고서 생성됨,0,0,0,9,0.0,0,4,23,9,0,1,0,0,0,0,0,0,0,2018,1,3,37827.5,0.8042088922530395,3.576097436285729,-1.8454698144940433,0,full
38600,416,36,0x304,센서 값 정상 범위,0,2,7,8,0.0,0,4,8,6,1,1,0,0,0,0,0,0,0,2018,3,25,58163.4,-2.602397757134315,0.16773518174376623,2.8459699802018212,0,full
27760,320,40,0x8e,배터리 잔량 부족,0,1,5,19,0.0,0,4,30,17,0,0,0,0,1,0,0,0,0,2018,2,4,56383.3,2.976047977349433,-0.7121104981071049,5.621768818492156,0,full
30430,78,46,0x111,시스템 업데이트 필요,0,3,4,9,0.0,0,3,8,6,0,0,1,0,0,0,0,0,0,2018,2,23,59648.2,-2.4809137883107475,3.797496000101529,1.6707062899779652,0,full
21660,168,22,0x212,시스템 업데이트 필요,0,5,3,9,0.0,0,3,5,4,0,1,0,0,0,0,0,0,0,2018,4,4,58827.5,-1.1722510387688816,0.004223953964769045,2.1547483965262435,0,full
28400,759,23,0b1011010110,분석 보고서 생성됨,0,1,4,23,0.0,0,1,24,22,2,0,0,0,1,0,0,0,0,2018,3,25,36352.8,4.814197270340107,2.4428523673093467,-1.6625434929399887,0,full
49900,1172,3,0b1111001000,사용자 로그인 기록,0,3,2,9,0.0,0,3,11,6,0,1,0,0,0,0,0,0,0,2018,1,1,63788.5,-0.7808350133428186,-6.080391083758185,1.6012024266123204,0,full
15750,273,46,0x205,데이터 처리 성공,0,1,1,3,0.0,0,2,2,2,0,0,1,0,0,0,0,0,0,2018,3,11,40783.3,-2.7068275147338947,2.81069451845402,-4.4810611072561946,0,full
13900,77,46,0b10111011,센서 값 정상 범위,0,1,3,4,0.0,0,1,3,2,1,0,0,0,1,0,0,0,0,2018,3,1,50881.9,-0.19772871483337973,-3.7584782939025794,4.161685805110808,0,full
52470,590,31,0b1000111101,초기화 작업 진행 중,0,3,4,10,0.0,0,4,8,7,3,0,0,1,0,0,0,0,0,2018,1,13,54248.2,-1.114425281059341,-2.7570836193430655,-3.0020875596336793,0,full
46060,715,38,0b1100110011,모터 온도 상승 경고,0,3,7,11,0.0,0,1,10,7,2,0,1,0,0,0,0,0,0,2018,3,7,57998.2,0.6529605802924641,0.2572511066497629,4.534288510265154,0,full
27810,305,28,0x2cd,모터 온도 상승 경고,0,2,3,12,0.0,0,8,13,10,1,0,1,0,0,0,0,0,0,2018,1,27,56198.2,0.8534383769561238,-0.8809867622054073,3.475211632878854,0,full
93340,391,47,0b11010100,배터리 잔량 부족,0,3,6,22,0.0,0,1,28,18,3,0,0,1,0,0,0,0,0,2018,2,19,51481.9,-2.4774973107764673,-5.168825939868227,-2.5589953950301387,0,full
68750,292,46,0x11c,초기화 작업 진행 중,0,13,5,22,0.0,0,2,12,9,0,0,1,0,0,0,0,0,0,2018,3,19,54952.8,2.199771485272442,0.7262915195553044,3.658136565292067,0,full
57610,636,46,0b1111111,사용자 로그인 기록,0,4,2,13,0.0,0,4,18,8,2,0,0,0,1,0,0,0,0,2018,4,6,41048.2,0.733229002891159,3.455681403421514,-2.8792573322290824,0,full
39650,213,39,0x240,모터 온도 상승 경고,0,3,2,6,0.0,0,1,3,3,0,0,0,1,0,0,0,0,0,2018,2,17,39011.2,3.8241764563884573,2.0375117671400167,0.23789635426246836,0,full
34990,498,27,0x3df,초기화 작업 진행 중,0,1,4,9,0.0,0,4,8,8,0,0,1,0,0,0,0,0,0,2018,3,11,54718.2,0.7392134457518811,-1.8107370801969234,-3.547660505004024,0,full
10700,230,22,0x1b7,모터 온도 상승 경고,0,0,0,3,0.0,0,3,4,3,0,1,0,0,0,0,0,0,0,2018,2,27,55448.2,-0.44123796177477814,0.42105229786024534,-1.856420377585719,0,full
29320,644,35,0b110001111,데이터 처리 성공,0,1,3,5,0.0,0,2,7,4,1,0,0,0,1,0,0,0,0,2018,4,14,40827.5,-1.8308017446912206,7.597797159580302,-1.8153726400189116,0,full
88140,952,36,0b100011100,사용자 로그인 기록,0,9,2,12,0.0,0,0,7,2,1,1,0,0,0,0,0,0,0,2018,3,13,61681.9,0.18457463350858294,2.929720237031593,2.985436092297477,0,full
20240,368,22,0b1001000101,알 수 없는 오류 발생,0,1,9,11,0.0,0,3,17,9,7,0,0,1,0,0,0,0,0,2018,3,5,50427.5,4.094449486080369,0.18616058496789822,-0.5094064032115115,0,full
13570,574,25,0b1100001111,알 수 없는 오류 발생,0,1,1,4,0.0,0,2,3,3,0,0,1,0,0,0,0,0,0,2018,3,11,53881.9,-1.8282902668975838,2.2428849586966946,3.162185150620913,0,full
44340,332,43,0b101110,배터리 잔량 부족,0,3,4,13,0.0,0,3,16,10,0,0,0,0,1,0,0,0,0,2018,2,16,50562.6,-2.0237695983210404,3.594036840753083,-4.678665265909141,0,full
15580,339,36,0x75,알 수 없는 오류 발생,0,3,1,13,0.0,0,5,15,10,0,1,0,0,0,0,0,0,0,2018,3,7,59562.6,-4.947553427211001,-1.266374507336689,2.315940247754404,0,full
105200,465,33,0x233,네트워크 연결 불안정,0,6,8,23,0.0,0,5,24,16,1,0,0,1,0,0,0,0,0,2018,1,7,40918.2,0.8878765173790315,-2.6613221131521643,-4.663125373981934,0,full
40,514,5,0b110001010,알 수 없는 오류 발생,0,0,6,7,0.0,0,3,8,6,1,0,0,0,1,0,0,0,0,2018,1,25,54193.3,1.646384096769994,2.5812298679704595,-0.9376377951280546,0,full
25120,530,37,0b1100001001,분석 보고서 생성됨,0,0,1,13,0.0,0,4,21,12,3,0,0,0,1,0,0,0,0,2018,4,6,59881.9,1.0252067402288674,-2.856363610967299,-1.9467616899114137,0,full
145980,1078,42,0b1010010110,정기 점검 완료,0,3,3,13,0.0,0,4,11,10,1,1,0,0,0,0,0,0,0,2018,3,7,62427.5,-2.766749434364203,4.092836292289159,0.7189580169994052,0,full
95660,530,39,0x285,센서 값 정상 범위,0,4,9,16,0.0,0,5,15,11,1,0,0,0,1,0,0,0,0,2018,1,1,62281.9,-0.41544329032447624,5.365191413030723,-4.023189337416863,0,full
32430,559,46,0b101011000,정기 점검 완료,0,2,0,8,0.0,0,3,6,5,3,1,0,0,0,0,0,0,0,2018,3,23,48118.2,3.0582670890036026,-3.022213313869078,-0.022134059263779093,0,full
9790,349,37,0b1000101111,데이터 처리 성공,0,1,4,5,0.0,0,2,5,4,0,1,0,0,0,0,0,0,0,2018,2,7,38427.5,-2.742073463672874,-1.786645340476694,-1.3181434093397506,0,full
98690,812,46,0x30d,센서 값 정상 범위,0,3,6,12,0.0,0,1,13,8,3,1,0,0,0,0,0,0,0,2018,1,29,60442.1,-0.6713550602588878,2.8296318014854256,4.610996132214528,0,full
37790,486,25,0b1101110111,데이터 처리 성공,0,1,18,31,0.0,0,29,36,30,0,1,0,0,0,0,0,0,0,2018,1,27,39442.1,3.5241567903170727,1.6007377583650433,-2.4552655795945837,0,full
72520,699,37,0x18c,데이터 처리 성공,0,3,7,15,0.0,0,4,14,11,3,1,0,0,0,0,0,0,0,2018,3,19,36998.2,-2.832368886872069,2.9177508412144055,-2.4995188055314568,0,full
57580,398,46,0x11e,사용자 로그인 기록,0,2,4,7,0.0,0,2,14,4,2,0,1,0,0,0,0,0,0,2018,2,1,57627.5,1.3817720065191192,2.249501501500972,2.4970981923933193,0,full
34440,349,36,0xd6,데이터 처리 성공,0,1,5,9,0.0,0,3,11,7,0,1,0,0,0,0,0,0,0,2018,1,27,56383.3,-1.1899224145043457,2.1958169798912293,-3.814344647688168,0,full
90410,328,23,0b101110001,배터리 잔량 부족,0,7,1,14,0.0,0,5,9,7,1,1,0,0,0,0,0,0,0,2018,2,19,57718.2,-0.38833050092372545,-3.9988838339983985,-0.08554156758115461,0,full
16530,222,29,0b1110010111,사용자 로그인 기록,0,1,3,6,0.0,0,1,4,4,3,0,0,0,1,0,0,0,0,2018,1,21,58227.5,3.72251573199486,-0.3543240939808934,-3.9997525413362514,0,full
53290,768,43,0x30c,배터리 잔량 부족,0,1,4,20,0.0,0,9,24,19,1,0,0,1,0,0,0,0,0,2018,2,21,59427.5,-1.1571206612538392,3.6659894666813537,-1.9912644994185982,0,full
90940,648,40,0b101110011,초기화 작업 진행 중,0,4,3,7,0.0,0,2,4,3,0,0,1,0,0,0,0,0,0,2018,1,17,40362.6,0.7579869442965164,-5.964260371781146,3.1241455192366656,0,full
46600,860,21,0x9e,센서 값 정상 범위,0,1,3,7,0.0,0,2,7,6,0,0,0,1,0,0,0,0,0,2018,3,11,58598.2,0.15529205782931932,-4.120395735950822,-0.31764884056826315,0,full
39260,304,14,0x1d5,데이터 처리 성공,0,6,2,10,0.0,0,3,5,4,0,0,0,1,0,0,0,0,0,2018,4,20,61448.2,-4.5299231012148695,0.600143438307084,-6.267912098841293,0,full
47940,310,42,0b110011101,시스템 업데이트 필요,0,4,8,9,0.0,0,2,8,4,1,0,0,1,0,0,0,0,0,2018,1,11,57347.4,-3.659096013452403,-3.7957335130649423,3.0053343987825842,0,full
37690,339,42,0x35d,데이터 처리 성공,0,2,8,18,0.0,0,6,30,16,0,1,0,0,0,0,0,0,0,2018,2,7,61763.4,1.1974471613398459,-3.05787372645087,4.219768092534877,0,full
2110,84,30,0b101000001,초기화 작업 진행 중,0,1,3,7,0.0,0,2,13,6,0,1,0,0,0,0,0,0,0,2018,1,9,39762.6,-2.907412142467698,0.15037290273102233,3.3936649305389333,0,full
37790,195,6,0b1011001110,배터리 잔량 부족,0,1,1,5,0.0,0,3,6,3,2,0,0,1,0,0,0,0,0,2018,4,12,59383.3,-0.2670283852632882,2.805181866982246,0.37099088644990363,0,full
24020,313,7,0x80,정기 점검 완료,0,1,4,11,0.0,0,1,31,10,1,0,0,1,0,0,0,0,0,2018,2,18,54193.3,1.615798881776537,1.3600306665993456,-2.787585690520067,0,full
117210,450,21,0b1110101011,네트워크 연결 불안정,0,8,10,17,0.0,0,2,13,8,4,0,0,1,0,0,0,0,0,2018,1,21,36398.2,-5.404724180944319,-1.1348388462569705,-0.9055292189316742,0,full
33160,562,43,0b10011100,정기 점검 완료,0,2,9,14,0.0,0,7,15,12,0,1,0,0,0,0,0,0,0,2018,2,1,63998.2,-0.8800501695661098,4.389462894762063,0.4891373530461953,0,full
38730,451,36,0x136,초기화 작업 진행 중,0,2,1,5,0.0,0,2,6,3,0,0,0,0,1,0,0,0,0,2018,1,21,61827.5,-2.4415360725726485,-2.1139833380267836,0.10058914327584123,0,full
48630,368,43,0b110110001,네트워크 연결 불안정,0,4,11,16,0.0,0,6,14,12,0,0,1,0,0,0,0,0,0,2018,2,27,39793.3,-3.348550756949722,4.986908651102399,-1.9673238451320616,0,full
86270,75,12,0x11b,알 수 없는 오류 발생,0,3,6,16,0.0,0,9,20,11,2,0,0,1,0,0,0,0,0,2018,3,17,62427.5,-0.01157121927871918,-1.4525090477859912,-0.874342047606282,0,full
12320,577,36,0x258,정기 점검 완료,0,0,0,4,0.0,0,1,9,3,2,1,0,0,0,0,0,0,0,2018,2,6,60162.6,-1.759528650689072,-4.871612014087717,0.05165887478333442,0,full
136100,804,47,0x83,배터리 잔량 부족,0,3,5,10,0.0,0,2,8,7,0,1,0,0,0,0,0,0,0,2018,3,7,60998.2,0.5140149087656174,1.234999595951467,-2.897289930188639,0,full
38110,733,34,0x198,네트워크 연결 불안정,0,2,5,16,0.0,0,1,17,12,4,0,1,0,0,0,0,0,0,2018,3,1,64681.9,-1.699803655997118,1.2796574690154179,-5.47539330216469,0,full
10400,1054,37,0b11000100,센서 값 정상 범위,0,1,15,14,0.0,0,10,15,13,0,1,0,0,0,0,0,0,0,2018,3,1,59281.9,-2.187446017810821,-3.1508764782205745,2.3592758547519006,0,full
1360,110,36,0x134,정기 점검 완료,0,0,0,3,0.0,0,2,3,3,0,0,0,1,0,0,0,0,0,2018,1,11,60611.2,-3.001317664645258,-1.9487529519449476,3.8118890821647637,0,full
51300,609,37,0b1001000110,초기화 작업 진행 중,0,4,6,8,0.0,0,2,13,3,2,0,0,1,0,0,0,0,0,2018,4,18,49962.6,-2.119968830025827,4.6914562234825885,1.265435690637422,0,full
82200,277,34,0b11011111,분석 보고서 생성됨,0,2,3,12,0.0,0,4,11,9,2,1,0,0,0,0,0,0,0,2018,2,18,58598.2,-1.7860196092448726,-0.28268088842700934,0.7306306173740058,0,full
34800,487,36,0b1010100100,사용자 로그인 기록,0,3,2,10,0.0,0,3,10,7,0,0,0,1,0,0,0,0,0,2018,4,8,40642.1,3.62932324922497,-0.8517384680491578,3.583929654401227,0,full
101830,815,42,0b1111011,데이터 처리 성공,0,4,10,22,0.0,0,11,19,17,3,1,0,0,0,0,0,0,0,2018,3,17,56518.2,1.582293182633812,4.919737746866811,6.210128972281239,0,full
3770,64,36,0x16,시스템 업데이트 필요,0,1,1,4,0.0,0,1,7,3,0,0,0,0,1,0,0,0,0,2018,2,3,52555.2,5.204906359825892,-4.125742849469626,1.4711846758023865,0,full
71410,66,46,0b1101111010,시스템 업데이트 필요,0,2,2,7,0.0,0,3,6,5,0,0,0,0,1,0,0,0,0,2018,3,3,43183.3,1.6001253610417105,1.379728198882673,-0.38288399687085484,0,full
2460,208,36,0b1110000,시스템 업데이트 필요,0,0,5,9,0.0,0,1,17,9,0,0,0,0,1,0,0,0,0,2018,3,19,41242.1,0.7320311293457751,-2.2921094441448915,1.1896220207052215,0,full
75890,281,14,0xbf,시스템 업데이트 필요,0,4,12,27,0.0,0,11,24,22,0,1,0,0,0,0,0,0,0,2018,2,13,50198.2,2.3177029054568754,1.704996507035312,1.9337992789129332,0,full
8240,253,29,0b1100010100,사용자 로그인 기록,0,1,3,7,0.0,0,1,6,6,0,0,1,0,0,0,0,0,0,2018,3,11,41383.3,-0.6971240423169416,2.4043887780556448,2.1193703560188064,0,full
11360,563,20,0x288,배터리 잔량 부족,0,1,6,6,0.0,0,2,8,5,0,1,0,0,0,0,0,0,0,2018,3,17,50562.6,-1.5829239297567559,1.7918395955855617,-0.381450612473091,0,full
48920,349,36,0x1d6,배터리 잔량 부족,0,1,8,19,0.0,0,7,21,17,1,1,0,0,0,0,0,0,0,2018,3,23,55183.3,-2.0782357948340913,-4.3653102176833976,1.1057522689739985,0,full
51510,1136,42,0b10011000,초기화 작업 진행 중,0,5,3,17,0.0,0,4,30,12,1,0,0,0,1,0,0,0,0,2018,1,21,57442.1,-0.17688244370381634,0.3405880948909452,-3.200863145790567,0,full
65690,844,36,0b1001000000,배터리 잔량 부족,0,5,4,7,0.0,0,1,11,3,3,0,0,0,1,0,0,0,0,2018,2,10,42248.2,-2.349813252507753,1.4696610230100022,3.4009876582845306,0,full
16490,301,40,0b1011100010,시스템 업데이트 필요,0,1,4,6,0.0,0,3,7,4,1,0,1,0,0,0,0,0,0,2018,4,20,48398.2,0.04317325918010795,4.938168086500762,-3.403486532819074,0,full
27630,216,36,0b1101111011,배터리 잔량 부족,0,5,2,7,0.0,0,1,2,2,0,0,0,0,1,0,0,0,0,2018,1,21,53152.8,3.079808754293797,0.29340191043709574,-2.3188113246745274,0,full
30990,451,36,0x182,분석 보고서 생성됨,0,1,3,13,0.0,0,3,15,11,2,0,0,1,0,0,0,0,0,2018,1,29,39011.2,-0.45849983559744567,0.43429836691760926,4.420437088287492,0,full
81870,293,34,0b1000100111,모터 온도 상승 경고,0,4,5,14,0.0,0,2,16,9,3,0,0,0,1,0,0,0,0,2018,1,7,49227.5,1.301057641131366,-1.6448187768345202,2.164459749383245,0,full
37060,480,23,0b111001110,알 수 없는 오류 발생,0,2,2,12,0.0,0,4,12,9,6,0,0,0,1,0,0,0,0,2018,3,17,57793.3,-4.311975916629881,3.376926424462158,-5.101034969736075,0,full
8770,342,46,0x341,시스템 업데이트 필요,0,1,0,7,0.0,0,3,13,6,0,1,0,0,0,0,0,0,0,2018,2,13,56752.8,2.7607377748616493,-2.72728815796298,-4.500841818158305,0,full
6970,155,30,0x234,센서 값 정상 범위,0,1,3,14,0.0,0,4,21,13,0,0,0,1,0,0,0,0,0,2018,2,8,58918.2,4.011817994986296,2.898930592120517,4.110662710784479,0,full
29500,634,23,0b1001010111,센서 값 정상 범위,0,1,3,11,0.0,0,3,11,10,0,1,0,0,0,0,0,0,0,2018,2,4,52598.2,3.0152778276034997,-0.23522811084172712,-1.3303348325031292,0,full
70230,346,28,0x109,시스템 업데이트 필요,0,4,7,16,0.0,0,5,14,12,0,1,0,0,0,0,0,0,0,2018,4,4,55448.2,-0.8025517279965477,3.3424145988911294,1.2361612773326067,0,full
0,212,37,0b1001110101,센서 값 정상 범위,0,0,1,7,0.0,0,0,11,6,2,0,0,0,1,0,0,0,0,2018,3,1,36481.9,-6.396589538187236,-0.3989115409824455,1.357468632269545,0,full
77370,867,38,0b1010101110,센서 값 정상 범위,0,3,13,17,0.0,0,4,18,14,4,0,0,0,1,0,0,0,0,2018,4,2,58962.6,3.990108072416626,-2.5526968028155714,-3.2668128077660192,0,full
45560,307,36,0b1100011110,데이터 처리 성공,0,4,2,11,0.0,0,3,7,6,0,0,0,1,0,0,0,0,0,2018,4,12,49552.8,2.6017256697348303,-1.7191115954475995,-1.615101880850812,0,full
37580,240,4,0x116,알 수 없는 오류 발생,0,10,3,18,0.0,0,0,13,8,0,0,0,1,0,0,0,0,0,2018,2,3,51848.2,-4.4425824622908605,3.712463671789533,-5.130994863153861,0,full
35700,778,46,0b1001100111,배터리 잔량 부족,0,1,1,2,0.0,0,1,6,1,0,0,0,0,1,0,0,0,0,2018,2,16,60398.2,3.1794202055946297,-1.7108397204636105,-3.1890526429123884,1,full
35890,602,36,0b101110001,데이터 처리 성공,0,3,2,14,0.0,0,3,18,8,2,0,0,1,0,0,0,0,0,2018,3,3,41281.9,-0.15501909206994524,-1.316327309528699,-3.5183990957396056,0,full
14480,292,43,0b100011,데이터 처리 성공,0,1,3,5,0.0,0,2,5,4,0,0,0,0,1,0,0,0,0,2018,4,16,64598.2,-1.4894758889921045,-2.1136966651927374,-2.502513343607246,0,full
11530,466,19,0x36,시스템 업데이트 필요,0,1,3,4,0.0,0,3,4,3,0,1,0,0,0,0,0,0,0,2018,3,13,64211.2,-2.2222075980879707,4.915640443181828,1.9193984818793508,0,full
22440,91,34,0x21,알 수 없는 오류 발생,0,3,8,18,0.0,0,4,28,15,0,0,0,1,0,0,0,0,0,2018,3,13,56518.2,-1.583303692561744,-0.056533414540769655,4.345740468866199,0,full
21570,257,25,0b110011011,시스템 업데이트 필요,0,6,3,12,0.0,0,4,7,6,0,0,0,0,1,0,0,0,0,2018,1,19,41593.3,0.46411314789050984,0.8399461319154424,3.566418692664363,0,full
1460,332,37,0x2be,사용자 로그인 기록,0,0,1,5,0.0,0,5,6,5,1,0,0,0,1,0,0,0,0,2018,3,25,49918.2,0.09396995273362618,-3.086027020292022,-2.150288100193303,0,full
46780,153,4,0b1100111111,센서 값 정상 범위,0,10,4,11,0.0,0,1,4,1,1,0,0,1,0,0,0,0,0,2018,4,20,51481.9,2.5617125214279017,2.590389197188702,-0.307655433069705,0,full
58800,451,38,0b1111100101,시스템 업데이트 필요,0,2,2,19,0.0,0,9,21,15,3,0,0,1,0,0,0,0,0,2018,3,9,52988.5,3.362268494256627,1.143739718702025,0.7083202887873643,0,full
21010,230,22,0x172,배터리 잔량 부족,0,4,4,11,0.0,0,5,13,7,0,1,0,0,0,0,0,0,0,2018,2,13,58042.1,-1.0613388681842717,2.856223071539783,1.4182929341956738,0,full
3700,100,7,0b1100111000,배터리 잔량 부족,0,0,6,9,0.0,0,4,16,9,0,1,0,0,0,0,0,0,0,2018,2,2,54027.5,4.0259907501720615,-2.3142786528101826,-2.98342500171813,0,full
77320,48,31,0b10111101,사용자 로그인 기록,0,7,2,9,0.0,0,2,2,2,0,0,0,0,1,0,0,0,0,2018,2,10,54248.2,0.3822870801061362,-0.9429133822238143,1.1928394026769213,0,full
214310,971,23,0x246,사용자 로그인 기록,0,3,4,12,0.0,0,7,11,8,3,1,0,0,0,0,0,0,0,2018,3,17,55962.6,-3.0192785421485175,-3.4879766355967456,-2.6990866522459225,0,full
18790,245,36,0b100001010,배터리 잔량 부족,0,3,3,10,0.0,0,3,9,6,0,0,0,1,0,0,0,0,0,2018,2,13,56155.2,0.43146479683425953,2.0736362292197503,-4.080482656589881,0,full
90580,546,43,0b1011100110,모터 온도 상승 경고,0,16,4,21,0.0,0,4,11,5,0,0,1,0,0,0,0,0,0,2018,3,21,57248.2,-0.2150781981604326,-1.5769746707098342,-1.4202282574419032,0,full
40630,365,46,0b1001000,초기화 작업 진행 중,0,2,14,21,0.0,0,5,25,18,2,0,0,0,1,0,0,0,0,2018,3,25,54481.9,2.678052572068279,4.726829392086754,-2.2975877706941885,0,full
42700,109,46,0x1a7,데이터 처리 성공,0,3,5,10,0.0,0,4,8,7,0,0,0,0,1,0,0,0,0,2018,1,31,64642.1,-0.8130359979230848,3.0485825516796625,-3.1240797596368415,0,full
97110,456,36,0b101100110,네트워크 연결 불안정,0,1,5,10,0.0,0,4,13,8,7,0,0,1,0,0,0,0,0,2018,4,14,52393.3,-5.351226657976188,-1.7528730624788142,-5.101072844072537,0,full
23720,346,41,0xda,센서 값 정상 범위,0,2,1,5,0.0,0,3,5,3,1,0,0,1,0,0,0,0,0,2018,3,13,54718.2,-2.0124970564535136,-2.972273591460193,-1.582434747998958,0,full
105380,502,43,0b1011000000,사용자 로그인 기록,0,4,7,17,0.0,0,4,15,11,6,0,0,1,0,0,0,0,0,2018,4,6,36801.5,0.6990504389238517,-0.6288236145626858,1.4293604479721838,0,full
83700,392,30,0x232,알 수 없는 오류 발생,0,4,12,10,0.0,0,2,17,6,2,0,1,0,0,0,0,0,0,2018,2,5,51848.2,0.2249161654684113,4.927774429796174,2.3788809517773144,0,full
83030,963,34,0b1100111111,시스템 업데이트 필요,0,1,6,12,0.0,0,6,19,11,0,0,1,0,0,0,0,0,0,2018,3,27,52555.2,3.3482728174639584,4.1014927205032174,4.272026393217005,0,full
37210,150,5,0b1011000100,시스템 업데이트 필요,0,5,8,11,0.0,0,4,8,5,1,1,0,0,0,0,0,0,0,2018,2,11,48193.3,-1.3323034142658172,-4.882175140532131,-1.0719072381493921,0,full
39530,483,38,0x37a,사용자 로그인 기록,0,4,8,14,0.0,0,5,10,9,2,0,1,0,0,0,0,0,0,2018,2,2,55642.1,-1.9259471090020297,-0.5012743999755562,0.26853689458807395,0,full
30390,102,40,0x98,알 수 없는 오류 발생,0,6,9,13,0.0,0,4,8,7,0,0,0,0,1,0,0,0,0,2018,2,18,54627.5,-0.7843808305863611,-3.036316919919143,-1.8163732974704532,0,full
57180,419,22,0x33f,센서 값 정상 범위,0,1,4,23,0.0,0,10,37,21,2,0,0,0,1,0,0,0,0,2018,1,5,52318.2,3.925479297493757,1.9666399419987686,-2.0488936116770056,0,full
16340,451,22,0x3ae,센서 값 정상 범위,0,1,4,14,0.0,0,2,13,12,3,1,0,0,0,0,0,0,0,2018,3,11,50562.6,-3.829218737885494,4.072432006603425,4.667782096658377,0,full
19850,209,24,0x223,모터 온도 상승 경고,0,0,3,10,0.0,0,3,11,10,0,0,0,0,1,0,0,0,0,2018,3,13,58918.2,-0.5506302814104704,4.952115609035183,2.1396576980400512,0,full
81100,1066,42,0b100000100,분석 보고서 생성됨,0,1,4,13,0.0,0,7,14,9,4,0,0,1,0,0,0,0,0,2018,3,17,37081.9,-4.344045973296402,-0.2886881399270518,-2.4428159296177077,0,full
37650,464,31,0xd0,네트워크 연결 불안정,0,2,6,17,0.0,0,5,21,15,0,0,0,0,1,0,0,0,0,2018,3,15,52393.3,3.4585230577195647,-2.4658590543194068,-1.2832713276068537,0,full
35470,515,46,0xab,배터리 잔량 부족,0,3,5,10,0.0,0,3,15,7,0,0,0,0,1,0,0,0,0,2018,4,22,39193.3,5.496779522079254,1.485281516690331,-3.3262886667740656,0,full
121890,271,12,0b11110100,배터리 잔량 부족,0,5,4,13,0.0,0,3,10,6,10,1,0,0,0,0,0,0,0,2018,2,25,39481.9,2.2346123647254155,-1.213475258032009,2.0127798768766523,0,full
50730,227,45,0b10000111,데이터 처리 성공,0,5,7,12,0.0,0,4,12,7,0,0,0,0,1,0,0,0,0,2018,2,21,52042.1,-2.26285000493247,-4.597310758398144,3.015726585725978,0,full
47120,509,33,0x1ac,알 수 없는 오류 발생,0,3,5,12,0.0,0,2,14,8,1,0,0,0,1,0,0,0,0,2018,1,23,54481.9,2.5988739810554238,-2.8029218722466327,1.6842520979656124,0,full
27470,313,27,0b110010111,데이터 처리 성공,0,3,7,13,0.0,0,7,25,9,3,0,0,1,0,0,0,0,0,2018,2,27,61081.9,-1.598897578674361,-2.320987656040268,4.375967781123056,0,full
50380,92,46,0b101111010,시스템 업데이트 필요,0,5,9,10,0.0,0,2,17,6,0,0,1,0,0,0,0,0,0,2018,4,12,56798.2,-0.5669467744989607,-7.007300584871381,-2.942478571193587,0,full
163260,640,5,0x35,시스템 업데이트 필요,0,5,1,10,0.0,0,4,4,4,1,0,1,0,0,0,0,0,0,2018,4,10,51481.9,6.059805104458573,-0.5451249860695242,-1.7964433618903604,0,full
59140,153,12,0b11101110,분석 보고서 생성됨,0,2,5,8,0.0,0,5,13,5,6,0,0,1,0,0,0,0,0,2018,2,12,37042.1,1.013920578514818,-3.8882859852820193,1.028019167334226,0,full
